Shape,.thisRepN,.thisTrialN,.thisN,.thisIndex,resp,rt,P1key,P2key,StrangerKey,WeKey,OtherKey,P1Shape,P2Shape,StrangerShape,StrangerTeamShape,corr,PairNumber,P2Age,P1Age
P1,8,4,44,0,c,2.382485128,c,b,v,n,m,STAR,CIRCLE,DIAMOND,TRIANGLE,1,16,25,22
P2,9,0,45,1,b,3.626777173,c,b,v,n,m,STAR,CIRCLE,DIAMOND,TRIANGLE,1,16,25,22
P1,9,1,46,0,c,2.245677382,c,b,v,n,m,STAR,CIRCLE,DIAMOND,TRIANGLE,1,16,25,22
Other,9,2,47,4,m,4.423121049,c,b,v,n,m,STAR,CIRCLE,DIAMOND,TRIANGLE,1,16,25,22
We,9,3,48,3,n,4.946088681,c,b,v,n,m,STAR,CIRCLE,DIAMOND,TRIANGLE,1,16,25,22
P1,9,4,49,0,c,1.46368946,c,b,v,n,m,STAR,CIRCLE,DIAMOND,TRIANGLE,1,16,25,22
P1,0,0,0,0,m,9.350649992,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Stranger,0,1,1,2,b,6.588337895,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P1,0,2,2,0,m,8.256729292,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P1,0,3,3,0,m,4.738540662,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P1,0,4,4,0,m,2.082389903,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P2,1,0,5,1,c,6.282688685,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Other,1,1,6,4,v,8.347163551,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P1,1,2,7,0,m,2.470939487,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Stranger,1,3,8,2,b,4.095824404,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P2,1,4,9,1,c,3.111352507,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Stranger,2,0,10,2,b,3.046880404,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P2,2,1,11,1,c,1.84840242,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Stranger,2,2,12,2,b,3.209827174,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
We,2,3,13,3,n,6.645455744,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P2,2,4,14,1,c,2.663163513,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P2,3,0,15,1,c,1.495934394,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
We,3,1,16,3,n,2.793216305,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Other,3,2,17,4,v,2.821448932,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Other,3,3,18,4,v,5.696271471,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
We,3,4,19,3,n,2.376300654,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
We,4,0,20,3,n,2.131416811,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P2,4,1,21,1,c,2.073687028,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
We,4,2,22,3,n,3.458353007,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
We,4,3,23,3,n,1.587842426,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P1,4,4,24,0,m,2.336011364,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Other,5,0,25,4,v,2.590275946,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Other,5,1,26,4,v,3.698319671,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
We,5,2,27,3,n,1.433864228,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P2,5,3,28,1,c,1.579950856,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P2,5,4,29,1,c,1.112024054,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Stranger,6,0,30,2,b,2.647461306,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Stranger,6,1,31,2,b,0.936897838,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Other,6,2,32,4,v,1.630968323,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
We,6,3,33,3,n,1.771015762,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P1,6,4,34,0,m,1.183654197,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Stranger,7,0,35,2,v,3.419944129,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,0,17,25,36
Stranger,7,1,36,2,b,3.870777463,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P1,7,2,37,0,c,2.879373744,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,0,17,25,36
Other,7,3,38,4,v,9.014703769,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
We,7,4,39,3,n,1.881683693,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P1,8,0,40,0,m,5.033882942,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P1,8,1,41,0,m,1.436109036,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Stranger,8,2,42,2,b,3.566200123,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Stranger,8,3,43,2,b,1.051036023,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Other,8,4,44,4,v,1.468479121,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P2,9,0,45,1,c,1.901238316,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Other,9,1,46,4,v,4.060773657,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
Other,9,2,47,4,v,1.094265751,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
We,9,3,48,3,n,1.992170413,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P2,9,4,49,1,c,2.340451236,m,c,b,n,v,STAR,TRIANGLE,CIRCLE,DIAMOND,1,17,25,36
P1,0,0,0,0,v,6.506726923,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Stranger,0,1,1,2,n,4.898399341,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P2,0,2,2,1,m,27.78619131,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P1,0,3,3,0,v,5.713719859,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Other,0,4,4,4,c,7.080602269,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
We,1,0,5,3,b,8.183160308,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P1,1,1,6,0,v,3.979841734,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P1,1,2,7,0,v,6.26419014,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Other,1,3,8,4,c,5.257235025,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Other,1,4,9,4,c,3.25087921,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
We,2,0,10,3,b,3.804539439,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
We,2,1,11,3,b,9.71217305,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Stranger,2,2,12,2,n,4.74535365,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P2,2,3,13,1,m,3.671565554,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
We,2,4,14,3,b,5.80860465,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
We,3,0,15,3,b,4.94637096,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P1,3,1,16,0,v,5.128049599,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Other,3,2,17,4,c,4.695071292,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P2,3,3,18,1,m,3.719311745,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P1,3,4,19,0,v,3.390287869,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P2,4,0,20,1,m,4.1785487,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Stranger,4,1,21,2,n,5.606905923,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P2,4,2,22,1,m,3.716408812,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P1,4,3,23,0,v,2.523268861,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Stranger,4,4,24,2,n,3.106154627,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P2,5,0,25,1,m,4.369767971,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P2,5,1,26,1,m,2.572758074,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
We,5,2,27,3,b,4.385797463,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Other,5,3,28,4,c,3.693948888,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P1,5,4,29,0,v,6.118313149,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Other,6,0,30,4,c,3.229180846,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Other,6,1,31,4,c,4.423481498,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P2,6,2,32,1,m,2.466399337,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Other,6,3,33,4,c,3.147141916,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Other,6,4,34,4,c,2.138701185,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Stranger,7,0,35,2,n,4.000917505,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
We,7,1,36,3,b,2.636471775,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Stranger,7,2,37,2,n,2.526739114,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Stranger,7,3,38,2,n,2.901235947,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
We,7,4,39,3,b,4.219211467,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P2,8,0,40,1,m,4.766100161,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P1,8,1,41,0,v,2.8110966,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
We,8,2,42,3,b,2.182572062,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Stranger,8,3,43,2,n,3.034767284,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Other,8,4,44,4,c,2.97234417,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P2,9,0,45,1,m,6.161238095,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
We,9,1,46,3,b,2.05504083,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Stranger,9,2,47,2,n,2.496548696,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Stranger,9,3,48,2,n,1.849797233,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
P1,9,4,49,0,v,3.259271776,v,m,n,b,c,TRIANGLE,STAR,PENTAGON,DIAMOND,1,18,29,24
Stranger,0,0,0,2,m,9.87233888,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
We,0,1,1,3,n,14.52763056,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Other,0,2,2,4,b,6.838615436,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P1,0,3,3,0,c,3.58506188,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
We,0,4,4,3,n,7.64543403,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P2,1,0,5,1,v,8.569051338,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Stranger,1,1,6,2,m,4.398402104,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P2,1,2,7,1,v,2.521786798,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Other,1,3,8,4,b,7.055080704,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P1,1,4,9,0,c,2.880768951,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Stranger,2,0,10,2,m,5.705065939,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
We,2,1,11,3,n,3.168744345,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
We,2,2,12,3,n,8.301744681,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Other,2,3,13,4,b,3.933604058,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P2,2,4,14,1,v,2.701761104,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Other,3,0,15,4,b,4.029306076,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Other,3,1,16,4,b,2.392243292,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Stranger,3,2,17,2,m,2.948410869,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Stranger,3,3,18,2,m,1.912117305,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P1,3,4,19,0,c,2.198853434,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P2,4,0,20,1,v,1.866405891,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
We,4,1,21,3,n,4.059229217,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P1,4,2,22,0,c,2.788822625,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P2,4,3,23,1,v,1.953074984,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P1,4,4,24,0,c,1.790552619,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Stranger,5,0,25,2,m,4.274756451,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P2,5,1,26,1,v,1.955673924,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
We,5,2,27,3,n,3.985159237,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P1,5,3,28,0,c,2.029469126,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
We,5,4,29,3,n,2.551697305,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
We,6,0,30,3,n,1.181801026,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
We,6,1,31,3,n,1.513897991,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Other,6,2,32,4,b,2.90470857,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P2,6,3,33,1,v,3.904072949,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P1,6,4,34,0,c,1.599624707,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Stranger,7,0,35,2,m,1.881432603,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Stranger,7,1,36,2,m,1.113525857,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P1,7,2,37,0,c,1.790379304,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P2,7,3,38,1,v,1.276535795,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Stranger,7,4,39,2,m,1.685377085,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
We,8,0,40,3,n,1.709375923,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P1,8,1,41,0,c,1.764785887,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Other,8,2,42,4,b,4.15364578,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P2,8,3,43,1,v,2.095230632,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P2,8,4,44,1,v,1.271378974,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
P1,9,0,45,0,c,1.552137503,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Other,9,1,46,4,b,2.605652447,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Stranger,9,2,47,2,m,2.033159281,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Other,9,3,48,4,b,1.947359133,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
Other,9,4,49,4,b,1.064772937,c,v,m,n,b,TRIANGLE,STAR,DIAMOND,CIRCLE,1,19,26,23
We,0,0,0,3,c,12.06788492,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P2,0,1,1,1,m,6.974829478,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P2,0,2,2,1,m,3.25154493,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Stranger,0,3,3,2,b,9.276893504,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Other,0,4,4,4,n,2.868315881,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Stranger,1,0,5,2,b,2.061244085,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Stranger,1,1,6,2,b,8.694536004,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P2,1,2,7,1,m,2.054707866,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
We,1,3,8,3,c,2.512233301,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Stranger,1,4,9,2,b,2.103232854,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Stranger,2,0,10,2,b,2.862654922,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P2,2,1,11,1,m,1.959457758,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P2,2,2,12,1,m,2.88695808,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
We,2,3,13,3,c,1.823165202,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Stranger,2,4,14,2,b,7.154102133,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P1,3,0,15,0,v,2.653951124,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P2,3,1,16,1,m,6.623585501,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P1,3,2,17,0,v,4.770675292,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Other,3,3,18,4,n,4.25573449,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Other,3,4,19,4,n,2.033297368,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Stranger,4,0,20,2,b,2.347469347,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
We,4,1,21,3,c,2.248993373,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Other,4,2,22,4,n,4.266536069,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Stranger,4,3,23,2,b,2.027413349,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Other,4,4,24,4,n,7.558374915,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Stranger,5,0,25,2,b,1.270048951,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
We,5,1,26,3,c,1.470875808,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
We,5,2,27,3,c,1.551686306,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P2,5,3,28,1,m,1.853164851,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P2,5,4,29,1,m,0.750613412,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Other,6,0,30,4,n,0.940005046,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P1,6,1,31,0,v,1.410137061,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
We,6,2,32,3,c,0.917420823,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
We,6,3,33,3,c,0.714467602,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P1,6,4,34,0,v,0.777266387,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Other,7,0,35,4,n,1.173762112,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P2,7,1,36,1,m,0.866788027,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Other,7,2,37,4,n,0.699545552,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Other,7,3,38,4,n,0.538933257,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P1,7,4,39,0,v,1.040987571,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
We,8,0,40,3,c,0.803620108,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P1,8,1,41,0,v,0.87853198,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
We,8,2,42,3,c,0.839318616,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
Stranger,8,3,43,2,b,1.377365165,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P1,8,4,44,0,v,0.742135989,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
P1,9,0,45,0,v,0.660226383,v,m,b,c,n,STAR,PENTAGON,TRIANGLE,DIAMOND,1,2,23,24
