Shape,.thisRepN,.thisTrialN,.thisN,.thisIndex,resp,rt,P1key,P2key,StrangerKey,WeKey,OtherKey,P1Shape,P2Shape,StrangerShape,StrangerTeamShape,corr,PairNumber,P2Age,P1Age
We,9,3,48,3,m,2.148051512,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Stranger,9,4,49,2,b,1.769520913,n,c,b,m,v,STAR,TRIANGLE,PENTAGON,DIAMOND,1,6,29,31
Stranger,0,0,0,2,b,21.32730087,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,0,1,1,2,b,5.446469214,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,0,2,2,3,n,7.848209784,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,0,3,3,1,c,6.3799791,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,0,4,4,1,c,2.457023257,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,1,0,5,3,n,2.85067804,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,1,1,6,2,b,2.427678967,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,1,2,7,2,b,2.020953721,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,1,3,8,4,v,6.559886584,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,1,4,9,0,m,4.613706556,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,2,0,10,2,b,1.896608833,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,2,1,11,1,c,2.392074815,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,2,2,12,0,m,5.492302493,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,2,3,13,4,v,4.660609334,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,2,4,14,4,v,1.190292949,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,3,0,15,2,b,2.178381603,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,3,1,16,1,c,1.737089724,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,3,2,17,1,c,0.975217956,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,3,3,18,2,b,1.875958314,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,3,4,19,3,n,2.13278599,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,4,0,20,1,c,1.578918839,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,4,1,21,1,c,0.98375223,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,4,2,22,4,b,2.731610371,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,0,7,29,27
We,4,3,23,3,n,21.44817788,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,4,4,24,4,v,5.082844873,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,5,0,25,3,n,3.147177831,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,5,1,26,0,m,2.568662472,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,5,2,27,3,n,2.751437348,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,5,3,28,4,v,5.789063243,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,5,4,29,4,v,1.537279463,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,6,0,30,3,n,2.33519479,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,6,1,31,1,c,1.803712885,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,6,2,32,0,m,1.503201192,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,6,3,33,0,m,1.454645409,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,6,4,34,3,n,2.848018704,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,7,0,35,1,c,3.449709293,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,7,1,36,4,v,8.05932104,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,7,2,37,0,m,5.221102322,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,7,3,38,3,n,2.320035073,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,7,4,39,4,v,2.478871977,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,8,0,40,1,c,1.623748156,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,8,1,41,2,b,2.899820487,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,8,2,42,2,b,1.659307696,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,8,3,43,0,m,1.780770584,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Other,8,4,44,4,v,2.697671857,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
We,9,0,45,3,n,1.86508962,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,9,1,46,0,m,1.753617798,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,9,2,47,0,m,0.909433735,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P1,9,3,48,0,m,0.772879036,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
Stranger,9,4,49,2,b,3.041611741,m,c,b,n,v,STAR,CIRCLE,DIAMOND,TRIANGLE,1,7,29,27
P2,0,0,0,1,b,11.39460742,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P2,0,1,1,1,m,11.49661325,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,0,8,25,23
We,0,2,2,3,m,5.256448673,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P1,0,3,3,0,c,3.968470523,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P2,0,4,4,1,b,3.533427058,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P2,1,0,5,1,b,2.891708643,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Stranger,1,1,6,2,n,5.18778561,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Other,1,2,7,4,v,4.832277454,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
We,1,3,8,3,m,5.17863743,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Stranger,1,4,9,2,n,2.839681827,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P1,2,0,10,0,c,1.459728784,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P1,2,1,11,0,c,1.157223378,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Other,2,2,12,4,v,4.898751383,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
We,2,3,13,3,m,7.27443196,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Other,2,4,14,4,v,2.241649009,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
We,3,0,15,3,m,4.691849426,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Stranger,3,1,16,2,n,3.044152244,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P1,3,2,17,0,c,2.454371423,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Other,3,3,18,4,v,3.231987597,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Other,3,4,19,4,v,0.682058522,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P2,4,0,20,1,b,3.002274806,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Other,4,1,21,4,v,1.309740016,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
We,4,2,22,3,m,4.725231281,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Stranger,4,3,23,2,n,3.572250364,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Stranger,4,4,24,2,n,2.755039848,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P2,5,0,25,1,b,4.54457566,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Other,5,1,26,4,v,1.270872886,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Other,5,2,27,4,v,0.687659077,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Stranger,5,3,28,2,n,2.703458755,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
We,5,4,29,3,m,3.261353206,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Stranger,6,0,30,2,n,1.462930568,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P1,6,1,31,0,c,0.98374394,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P2,6,2,32,1,b,1.931817006,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P1,6,3,33,0,c,0.826038912,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
We,6,4,34,3,v,1.26857834,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,0,8,25,23
We,7,0,35,3,m,4.98959361,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Other,7,1,36,4,v,1.473969813,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P2,7,2,37,1,b,2.018661939,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P1,7,3,38,0,c,0.621577575,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P1,7,4,39,0,c,0.640171215,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P1,8,0,40,0,c,0.482244707,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Stranger,8,1,41,2,n,4.874372819,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
We,8,2,42,3,m,2.115394105,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Stranger,8,3,43,2,n,1.818210136,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P2,8,4,44,1,b,1.310871892,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P1,9,0,45,0,c,0.806457891,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
We,9,1,46,3,m,2.545795971,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Stranger,9,2,47,2,n,1.383912043,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
Other,9,3,48,4,v,2.364072827,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
P2,9,4,49,1,b,1.720929204,c,b,n,m,v,STAR,DIAMOND,CIRCLE,PENTAGON,1,8,25,23
We,0,0,0,3,m,7.446944941,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Other,0,1,1,4,b,4.264795814,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Stranger,0,2,2,2,v,5.417512613,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P1,0,3,3,0,c,5.018823015,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P2,0,4,4,1,n,4.477851828,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P2,1,0,5,1,n,3.510543186,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Stranger,1,1,6,2,v,3.766450596,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P1,1,2,7,0,c,2.683300151,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Other,1,3,8,4,b,3.755566109,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P1,1,4,9,0,c,1.665129337,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Stranger,2,0,10,2,v,2.185973502,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Other,2,1,11,4,b,2.926082221,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Stranger,2,2,12,2,v,1.558853011,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P1,2,3,13,0,c,2.004299313,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Stranger,2,4,14,2,v,2.047807647,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Other,3,0,15,4,b,4.553321545,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P1,3,1,16,0,c,1.550706031,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Stranger,3,2,17,2,v,2.010533908,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Stranger,3,3,18,2,v,1.142022998,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
We,3,4,19,3,m,2.676138578,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P2,4,0,20,1,n,5.108991723,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
We,4,1,21,3,m,7.364795696,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P2,4,2,22,1,n,5.225829197,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
We,4,3,23,3,m,3.348727952,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
We,4,4,24,3,m,1.146383504,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Other,5,0,25,4,b,2.711921572,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Other,5,1,26,4,b,0.889215121,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P1,5,2,27,0,c,2.753344601,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P2,5,3,28,1,n,2.750957278,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
We,5,4,29,3,m,2.444407202,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P1,6,0,30,0,c,2.550535085,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P1,6,1,31,0,c,1.739864341,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P1,6,2,32,0,c,0.784312285,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P2,6,3,33,1,n,4.060460812,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
We,6,4,34,3,m,4.197930249,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Other,7,0,35,4,b,2.441727731,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
We,7,1,36,3,m,4.211914662,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Stranger,7,2,37,2,v,2.967458664,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P2,7,3,38,1,n,2.908354366,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Stranger,7,4,39,2,v,4.963904724,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Other,8,0,40,4,b,4.921026087,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
We,8,1,41,3,m,2.353775006,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P1,8,2,42,0,c,2.079273168,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Other,8,3,43,4,b,3.224202249,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P2,8,4,44,1,n,2.179048411,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Other,9,0,45,4,b,2.08765821,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Stranger,9,1,46,2,v,1.31014468,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P2,9,2,47,1,n,1.973502179,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
We,9,3,48,3,m,3.682383439,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
P2,9,4,49,1,n,2.122503961,c,n,v,m,b,TRIANGLE,PENTAGON,DIAMOND,CIRCLE,1,9,27,27
Other,0,0,0,4,m,16.96767453,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
We,0,1,1,3,c,22.11135724,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
We,0,2,2,3,c,4.630107274,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Stranger,0,3,3,2,n,4.584533249,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P1,0,4,4,0,b,3.404798188,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
We,1,0,5,3,c,3.040211911,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P2,1,1,6,1,v,4.034617656,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Other,1,2,7,4,m,2.492863279,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Stranger,1,3,8,2,c,1.732989045,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,0,20,24,31
Stranger,1,4,9,2,n,3.981167063,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Other,2,0,10,4,m,3.481448947,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P1,2,1,11,0,b,4.537723908,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P2,2,2,12,1,n,3.118072323,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,0,20,24,31
P2,2,3,13,1,v,9.997085224,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Other,2,4,14,4,m,3.097004054,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Stranger,3,0,15,2,c,3.048572498,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,0,20,24,31
We,3,1,16,3,c,3.898087057,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Stranger,3,2,17,2,n,6.18577346,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P1,3,3,18,0,b,4.014183823,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Other,3,4,19,4,m,3.963021071,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Other,4,0,20,4,m,1.784581335,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Stranger,4,1,21,2,c,2.828775154,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,0,20,24,31
Other,4,2,22,4,m,2.695620453,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P2,4,3,23,1,v,3.975568466,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
We,4,4,24,3,c,3.842847645,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Other,5,0,25,4,m,2.165148941,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P1,5,1,26,0,b,2.58599873,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Stranger,5,2,27,2,n,2.446181458,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P1,5,3,28,0,b,2.871674044,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
We,5,4,29,3,c,3.440512982,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
We,6,0,30,3,c,1.42669316,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
We,6,1,31,3,c,1.125555675,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P1,6,2,32,0,b,2.324403582,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P1,6,3,33,0,b,2.339033524,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P2,6,4,34,1,n,1.761394987,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,0,20,24,31
We,7,0,35,3,n,3.880797771,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,0,20,24,31
P2,7,1,36,1,v,5.929106941,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P2,7,2,37,1,v,2.056111121,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Stranger,7,3,38,2,c,3.297431538,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,0,20,24,31
P2,7,4,39,1,v,4.51932959,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Other,8,0,40,4,c,2.222244682,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,0,20,24,31
Stranger,8,1,41,2,n,4.54510027,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P1,8,2,42,0,b,1.894698131,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P1,8,3,43,0,b,1.254767157,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P2,8,4,44,1,v,2.272301216,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Other,9,0,45,4,m,5.121221213,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P2,9,1,46,1,v,3.120162766,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
Stranger,9,2,47,2,n,5.759112278,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
P1,9,3,48,0,b,1.718684415,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
We,9,4,49,3,c,2.84558121,b,v,n,c,m,DIAMOND,TRIANGLE,CIRCLE,PENTAGON,1,20,24,31
